14.161,12.227,10.683,9.7672,9.0085,8.2002,7.5865,6.9686,6.7031,6.4552,5.8247,5.5208,5.0491,5.0506,4.5895,4.3979,4.4256,4.1272,3.7056,3.4851,3.4212,3.2837,3.2362,2.859,2.9414,2.6858,2.5144,2.365,2.2616,2.2246,2.0788,2.1102,1.8864,1.8519,1.8516,1.8555
14.34,13.042,11.054,9.9086,9.1949,8.4118,7.8877,7.198,6.8723,6.5384,5.8816,5.635,5.1799,5.1414,4.6795,4.4788,4.4289,4.0966,3.7955,3.512,3.3856,3.3005,3.2672,2.9831,2.9195,2.8123,2.6077,2.456,2.3686,2.2671,2.1269,2.14,2.013,1.9452,1.9467,1.94
11.562,13.42,11.72,10.135,9.348,8.4679,7.9419,7.2422,6.8787,6.6115,5.9295,5.6307,5.2775,5.2274,4.7395,4.6421,4.5289,4.1552,3.8387,3.5691,3.4587,3.3478,3.2674,2.9682,2.9385,2.7901,2.6122,2.4819,2.3865,2.3506,2.1687,2.1713,2.036,1.9569,2.0126,1.9461
10.357,10.779,12.276,10.857,9.6862,8.556,8.0484,7.2892,7.0033,6.7128,6.041,5.7156,5.4324,5.224,4.8024,4.682,4.4643,4.131,3.8664,3.7098,3.4809,3.3958,3.3621,3.029,2.9614,2.8512,2.6825,2.5249,2.4382,2.3994,2.2245,2.1985,2.0066,1.9969,1.9713,1.9143
9.5275,9.7313,9.8701,11.345,10.214,8.8168,8.1851,7.4187,7.0502,6.7113,6.1316,5.6396,5.4626,5.2272,4.8356,4.6886,4.4915,4.1412,3.8896,3.671,3.5009,3.4514,3.3426,2.9877,2.9542,2.803,2.6474,2.533,2.4899,2.3717,2.2081,2.2079,2.028,1.994,1.9863,1.9335
8.7444,8.8622,8.981,9.1774,10.754,9.3734,8.3175,7.4939,7.1194,6.7936,6.1567,5.6315,5.481,5.2633,4.8794,4.7062,4.4953,4.1498,3.9238,3.7001,3.5163,3.4816,3.3428,3.0489,2.9343,2.8064,2.6972,2.5369,2.4763,2.3787,2.2428,2.2065,2.0787,1.988,2.0334,1.9591
8.072,8.1515,8.2751,8.2885,8.7014,9.9071,8.8436,7.6929,7.198,6.8338,6.1616,5.7461,5.4966,5.257,4.8043,4.7386,4.5031,4.2169,4.0066,3.7199,3.5254,3.4246,3.3828,3.1123,2.9023,2.8275,2.6906,2.616,2.4605,2.4164,2.2594,2.2353,2.0875,2.0257,1.991,2.0178
7.5309,7.6092,7.754,7.7792,7.8874,7.9235,9.4699,8.2825,7.4156,6.9547,6.2686,5.7426,5.4946,5.2476,4.8794,4.7936,4.5236,4.3268,4.0208,3.7501,3.5672,3.465,3.3638,3.0871,2.9164,2.8822,2.7073,2.6633,2.5466,2.48,2.2228,2.2222,2.0925,2.015,2.0121,2.0117
7.0723,7.1576,7.1564,7.2258,7.3138,7.2049,7.6488,8.8762,7.8455,7.1281,6.3752,5.7732,5.508,5.2473,4.8328,4.8594,4.4967,4.3084,3.9517,3.7719,3.6326,3.4896,3.3378,3.1066,2.9358,2.9412,2.6931,2.6251,2.526,2.4606,2.2322,2.1714,2.0919,2.0589,1.9758,2.0124
6.6181,6.676,6.7355,6.7545,6.7923,6.5979,6.9813,7.0532,8.4709,7.5228,6.5929,5.9909,5.5409,5.3398,4.9167,4.877,4.4853,4.2889,4.0084,3.8792,3.6425,3.4944,3.3437,3.167,2.9482,2.9282,2.7164,2.6151,2.5264,2.4607,2.2715,2.2064,2.1605,2.0593,1.9548,2.0153
6.2855,6.1918,6.2896,6.2661,6.3449,6.2544,6.4339,6.4567,6.7255,8.2325,6.9366,6.1791,5.6735,5.4284,4.9816,4.8858,4.5206,4.3313,3.9958,3.8544,3.6217,3.5866,3.3338,3.1946,2.9869,2.9783,2.7273,2.6838,2.5783,2.489,2.2878,2.2443,2.1895,2.1167,2.0275,2.0229
5.9061,5.8331,5.8639,5.8795,5.9632,5.9422,6.1115,5.9854,6.1952,6.5245,7.6848,6.5893,5.9108,5.518,5.0615,4.8962,4.581,4.3339,4.0063,3.8617,3.6397,3.6247,3.3381,3.1744,3.0161,2.9802,2.7587,2.681,2.5832,2.5293,2.2645,2.2359,2.1799,2.0842,2.093,2.0442
5.5666,5.5118,5.5718,5.5476,5.5784,5.6014,5.7289,5.589,5.7752,5.9101,6.0456,7.3129,6.2303,5.748,5.2198,4.9759,4.6066,4.3364,4.0211,3.8975,3.6254,3.5637,3.4292,3.1983,3.0242,2.9265,2.7548,2.6759,2.5875,2.4848,2.2914,2.2703,2.1987,2.1157,2.1035,2.0481
5.3015,5.2488,5.2199,5.2015,5.3201,5.3115,5.3798,5.2962,5.3559,5.5923,5.5942,5.7262,6.9226,6.0513,5.3917,5.068,4.669,4.3779,4.0586,3.9414,3.6624,3.5442,3.4375,3.222,3.0348,2.9603,2.7958,2.7576,2.5891,2.5046,2.3305,2.3016,2.1767,2.0755,2.0799,2.0497
5.0278,4.9155,4.9731,4.8882,5.0807,4.9783,5.0934,5.033,5.0335,5.2495,5.2428,5.2999,5.4008,6.814,5.6159,5.1655,4.7496,4.4541,4.1082,4.0024,3.7206,3.58,3.4891,3.2734,3.0418,2.9826,2.7899,2.7457,2.649,2.4918,2.2946,2.3177,2.2099,2.0762,2.1051,2.0337
4.7685,4.628,4.7931,4.6458,4.8648,4.7929,4.9028,4.8141,4.7766,4.9042,4.9198,4.9528,4.9896,5.3139,6.3872,5.4777,4.8873,4.5549,4.1971,4.0836,3.7418,3.6237,3.5629,3.3095,3.0532,2.9651,2.8231,2.7515,2.6806,2.507,2.3108,2.3241,2.2064,2.1133,2.1389,2.0125
4.5301,4.3897,4.5554,4.4533,4.6214,4.5481,4.6429,4.5615,4.566,4.6256,4.6568,4.6826,4.6782,4.8848,4.9865,6.2604,5.0909,4.7174,4.2537,4.1049,3.7919,3.6549,3.6085,3.3275,3.0472,2.9827,2.8743,2.7784,2.6775,2.5337,2.34,2.3861,2.2462,2.1642,2.1469,2.0779
4.3033,4.2025,4.3328,4.245,4.407,4.3168,4.3158,4.3546,4.3174,4.3492,4.4471,4.4106,4.3929,4.5399,4.5674,4.8128,5.9191,4.9542,4.4711,4.1898,3.8627,3.6595,3.6492,3.3431,3.0861,3.0022,2.859,2.7709,2.6881,2.5247,2.3588,2.4116,2.2585,2.181,2.1597,2.0798
4.1281,4.0315,4.138,4.0685,4.1819,4.0957,4.1158,4.1556,4.1024,4.1122,4.2443,4.1854,4.1383,4.2458,4.2913,4.4928,4.5699,5.6979,4.7508,4.3273,3.9293,3.6986,3.6361,3.3802,3.1521,3.0072,2.9684,2.8259,2.6909,2.5488,2.3905,2.4132,2.2286,2.1523,2.1848,2.0584
3.9365,3.8837,3.893,3.8938,3.9726,3.8678,3.9216,3.988,3.922,3.8678,4.0412,3.9783,3.9051,4.0635,4.0008,4.1781,4.1957,4.4623,5.554,4.4775,4.0899,3.7469,3.6659,3.3996,3.175,3.0484,2.9519,2.8296,2.6822,2.545,2.4202,2.4373,2.2565,2.1344,2.1817,2.0676
3.7356,3.7069,3.7617,3.7184,3.8078,3.7522,3.7125,3.7794,3.7703,3.7106,3.8636,3.7462,3.6861,3.8071,3.783,3.9908,3.8896,4.0799,4.26,5.3393,4.2558,3.9115,3.716,3.4484,3.2109,3.0619,2.9391,2.8372,2.695,2.57,2.4198,2.4445,2.2661,2.1389,2.1693,2.0319
3.5989,3.5307,3.5976,3.5367,3.5953,3.5676,3.6166,3.5857,3.5838,3.5717,3.6753,3.5802,3.528,3.5651,3.5776,3.7528,3.6529,3.849,3.8992,4.086,5.0079,4.1101,3.8726,3.5132,3.2675,3.1367,2.9498,2.8348,2.7278,2.6155,2.3942,2.4381,2.3281,2.1337,2.146,2.0402
3.4581,3.3565,3.4485,3.4077,3.4359,3.4434,3.4591,3.4354,3.4085,3.3878,3.4345,3.432,3.3803,3.4339,3.3887,3.5609,3.4958,3.5932,3.6668,3.7717,3.83,4.9413,4.0575,3.6766,3.3416,3.1724,2.9715,2.8747,2.7287,2.6179,2.4187,2.4463,2.3434,2.1906,2.1527,2.0807
3.3246,3.1959,3.2724,3.2237,3.2847,3.2859,3.3469,3.308,3.2579,3.2169,3.3227,3.2633,3.2215,3.2999,3.2666,3.3649,3.3639,3.4417,3.4853,3.5541,3.4822,3.7154,4.8395,3.8988,3.5136,3.2548,3.062,2.8816,2.7736,2.6636,2.4495,2.4855,2.3527,2.2156,2.1798,2.0826
3.1779,3.0724,3.1032,3.0939,3.179,3.1423,3.1239,3.1806,3.0957,3.0691,3.1774,3.1164,3.068,3.1384,3.1286,3.2305,3.1863,3.2435,3.306,3.3818,3.2423,3.4243,3.6082,4.6526,3.6483,3.4125,3.1306,2.9356,2.7879,2.7265,2.4967,2.4936,2.3933,2.2407,2.198,2.0412
3.0093,2.9266,2.9952,2.938,3.0786,3.0468,3.0291,2.9719,2.993,2.9314,3.0162,2.9781,2.9532,3.006,2.9678,3.1285,3.0807,3.0891,3.1701,3.2416,3.0938,3.1933,3.3586,3.4304,4.4353,3.6023,3.288,2.988,2.8393,2.7202,2.51,2.4906,2.3796,2.2552,2.1852,2.0549
2.8347,2.8388,2.8767,2.8247,2.9625,2.902,2.9165,2.8543,2.8953,2.868,2.8908,2.8659,2.8203,2.8988,2.8887,2.9799,2.9631,2.903,2.9923,3.0356,2.9495,3.0453,3.1315,3.17,3.241,4.401,4.3319,3.1372,2.945,2.7297,2.5799,2.5043,2.3845,2.2475,2.1878,2.103
2.7292,2.7362,2.7782,2.7279,2.8149,2.8,2.7941,2.7524,2.7505,2.7491,2.7587,2.7476,2.6757,2.746,2.8002,2.8139,2.86,2.8337,2.8395,2.8769,2.8005,2.9045,2.9556,2.9921,3.044,3.2615,3.3405,3.2415,3.0564,2.81,2.6784,2.5417,2.4073,2.2258,2.2403,2.1317
2.5972,2.6628,2.637,2.6335,2.6675,2.6803,2.6935,2.6142,2.6795,2.6303,2.6674,2.6484,2.5643,2.6406,2.6504,2.6922,2.7041,2.727,2.7397,2.77,2.6782,2.7294,2.8309,2.856,2.8498,2.9744,3.0705,4.074,3.1488,2.913,2.7331,2.5941,2.4759,2.2837,2.2475,2.1676
2.5275,2.5196,2.5415,2.5275,2.5286,2.549,2.5506,2.5146,2.522,2.5504,2.5573,2.5208,2.4971,2.5523,2.6026,2.5736,2.5653,2.6241,2.6271,2.6711,2.5374,2.6172,2.6932,2.7007,2.6666,2.7921,2.7946,2.9652,3.9798,3.0244,2.8594,2.6396,2.4942,2.349,2.2213,2.1665
2.4579,2.4184,2.4577,2.4386,2.4244,2.478,2.4275,2.4336,2.4298,2.4306,2.4286,2.4439,2.4071,2.4281,2.4735,2.4704,2.4557,2.5425,2.5439,2.5827,2.4413,2.4745,2.5833,2.5568,2.5455,2.6249,2.6234,2.7674,2.899,3.8866,3.8437,2.8077,2.5814,2.4046,2.2764,2.1995
2.3824,2.3801,2.3362,2.3577,2.3233,2.3614,2.3606,2.3606,2.3614,2.2674,2.3613,2.3613,2.2858,2.3029,2.3892,2.392,2.3392,2.4107,2.4567,2.4573,2.3439,2.385,2.4379,2.4435,2.4676,2.5047,2.514,2.6179,2.6429,2.772,2.9141,2.8471,2.6819,2.4682,2.3194,2.2434
2.2686,2.3089,2.244,2.3042,2.2394,2.2935,2.2807,2.2582,2.2569,2.2184,2.2951,2.2701,2.2171,2.253,2.2362,2.2775,2.2621,2.3221,2.309,2.4146,2.2792,2.3104,2.3637,2.3047,2.3214,2.3616,2.3912,2.4511,2.455,2.5472,2.704,3.7096,2.7334,2.5896,2.3947,2.279
2.1832,2.2121,2.1447,2.2042,2.1544,2.1861,2.2206,2.1609,2.1439,2.1648,2.1987,2.1517,2.172,2.1533,2.1851,2.1812,2.1374,2.2285,2.1901,2.3079,2.2124,2.1798,2.2537,2.253,2.2491,2.2605,2.2786,2.3554,2.3049,2.3973,2.4875,2.6049,3.5727,2.6514,2.4634,2.3415
2.0927,2.1146,2.0533,2.0764,2.063,2.0853,2.1135,2.0647,2.0503,2.0862,2.0925,2.0849,2.0347,2.0779,2.0851,2.0963,2.0405,2.1274,2.0996,2.2036,2.082,2.1043,2.1635,2.1517,2.1305,2.1792,2.194,2.2451,2.2331,2.2744,2.3106,2.399,2.5062,3.457,2.5319,2.3671
1.9413,1.9826,1.9513,1.9913,1.9867,1.9944,2.008,1.9744,1.94,1.9929,1.9984,2.0059,1.9192,1.9842,2.0211,1.9877,1.9513,2.0274,2.0265,2.058,1.9934,1.9965,2.0861,2.054,2.0431,2.0372,2.0894,2.1041,2.1352,2.0969,2.1453,2.1959,2.29,2.3652,3.324,2.3684
1.8989,1.8942,1.8965,1.9303,1.9027,1.9044,1.9052,1.8917,1.8789,1.8806,1.9187,1.8773,1.8514,1.8653,1.915,1.8899,1.8867,1.9648,1.9175,1.9528,1.9156,1.8981,1.9555,1.9185,1.9603,1.9485,1.951,2.0016,2.0104,1.9854,2.0287,2.0845,2.1121,2.1681,2.2336,3.2012
1.7963,1.8097,1.7954,1.8329,1.8187,1.8018,1.8106,1.8115,1.7982,1.8059,1.8139,1.7693,1.7583,1.7719,1.8527,1.8241,1.7934,1.8267,1.8213,1.8607,1.7858,1.7906,1.8379,1.8101,1.8323,1.8477,1.852,1.8911,1.8946,1.882,1.9034,1.9205,1.9752,1.9951,2.0533,2.1239
1.6624,1.7353,1.6798,1.7483,1.7228,1.6982,1.7188,1.7213,1.7238,1.7038,1.6902,1.6893,1.6654,1.6612,1.7472,1.7017,1.7208,1.7337,1.6922,1.7477,1.7071,1.7098,1.7462,1.7488,1.7337,1.7178,1.7508,1.7662,1.7565,1.7784,1.7971,1.8217,1.8425,1.852,1.8991,1.9294
1.5815,1.6473,1.5999,1.6926,1.6168,1.6042,1.6494,1.5884,1.6068,1.585,1.5824,1.6112,1.5801,1.5899,1.6444,1.6241,1.6381,1.6314,1.6518,1.6779,1.612,1.6234,1.6332,1.6553,1.6626,1.6441,1.6356,1.6865,1.67,1.6705,1.7042,1.7307,1.7294,1.7504,1.7814,1.781
1.4898,1.5348,1.4976,1.5638,1.51,1.5086,1.5701,1.5567,1.5201,1.531,1.5011,1.5339,1.4655,1.5264,1.557,1.5439,1.5345,1.5535,1.5443,1.5757,1.5335,1.538,1.5759,1.584,1.5559,1.5579,1.5395,1.5927,1.5619,1.5666,1.5686,1.6255,1.5707,1.6211,1.6654,1.6293
1.3898,1.4497,1.4165,1.4617,1.4528,1.3883,1.4622,1.4669,1.4599,1.4471,1.3938,1.4217,1.4178,1.4769,1.4875,1.4609,1.4493,1.4599,1.4815,1.4934,1.4553,1.4752,1.5096,1.4778,1.4855,1.4504,1.4769,1.4677,1.4647,1.4706,1.4898,1.5102,1.4988,1.5417,1.5535,1.5264
1.3389,1.3911,1.3579,1.406,1.3725,1.3607,1.4064,1.3887,1.4113,1.3786,1.3333,1.3516,1.3387,1.3935,1.4399,1.3992,1.3496,1.3913,1.4095,1.41,1.3672,1.3831,1.4113,1.3947,1.4002,1.3822,1.3909,1.4003,1.3957,1.3981,1.4018,1.4148,1.3951,1.428,1.452,1.4462
1.3003,1.2901,1.2988,1.3425,1.2741,1.2911,1.3334,1.3097,1.3335,1.3024,1.292,1.2725,1.2709,1.3379,1.3453,1.3346,1.2792,1.3558,1.3421,1.3523,1.2845,1.3114,1.3459,1.3414,1.3323,1.3018,1.327,1.3624,1.3523,1.3318,1.3306,1.3616,1.3344,1.3399,1.351,1.3754
1.2311,1.2345,1.2442,1.2744,1.2291,1.239,1.2694,1.2278,1.2711,1.2546,1.2351,1.2153,1.2112,1.2596,1.2678,1.2628,1.2563,1.2936,1.2855,1.3082,1.2336,1.2924,1.2639,1.307,1.293,1.2231,1.2593,1.2891,1.2757,1.2628,1.2815,1.3196,1.2913,1.2768,1.2873,1.2771
